Temporada,Jornada,Fecha,Hora,Equipo Local,Equipo Visitante,Resultado,Arbitro
2013-14,32,SAB 05.04.2014,22:00,Rayo Vallecano,RC Celta,3-0,-
2013-14,32,DOM 06.04.2014,12:00,Málaga CF,Granada CF,4-1,-
2013-14,32,DOM 06.04.2014,17:00,Elche CF,Getafe CF,1-0,-
2013-14,32,DOM 06.04.2014,19:00,Sevilla FC,RCD Espanyol de Barcelona,4-1,-
2013-14,32,DOM 06.04.2014,21:00,Real Valladolid CF,Valencia CF,0-0,-
2013-14,32,LUN 07.04.2014,22:00,Levante UD,Athletic Club,1-2,-
2013-14,33,VIE 11.04.2014,21:00,CA Osasuna,Real Valladolid CF,0-0,-
2013-14,33,SAB 12.04.2014,16:00,RC Celta,Real Sociedad,2-2,-
2013-14,33,SAB 12.04.2014,18:00,Villarreal CF,Levante UD,1-0,-
2013-14,33,SAB 12.04.2014,20:00,Granada CF,FC Barcelona,1-0,-
2013-14,33,SAB 12.04.2014,22:00,Real Madrid,UD Almería,4-0,-
2013-14,33,DOM 13.04.2014,12:00,Real Betis,Sevilla FC,0-2,-
2013-14,33,DOM 13.04.2014,17:00,Valencia CF,Elche CF,2-1,-
2013-14,33,DOM 13.04.2014,19:00,Getafe CF,Atlético de Madrid,0-2,-
2013-14,33,DOM 13.04.2014,21:00,RCD Espanyol de Barcelona,Rayo Vallecano,2-2,-
2013-14,33,LUN 14.04.2014,22:00,Athletic Club,Málaga CF,3-0,-
2013-14,34,VIE 18.04.2014,20:30,Atlético de Madrid,Elche CF,2-0,-
2013-14,34,SAB 19.04.2014,16:00,CA Osasuna,Valencia CF,1-1,-
2013-14,34,SAB 19.04.2014,18:00,Levante UD,Getafe CF,0-0,-
2013-14,34,SAB 19.04.2014,20:00,Real Sociedad,RCD Espanyol de Barcelona,2-1,-
2013-14,34,DOM 20.04.2014,12:00,UD Almería,RC Celta,2-4,-
2013-14,34,DOM 20.04.2014,17:00,Rayo Vallecano,Real Betis,3-1,-
2013-14,34,DOM 20.04.2014,19:00,Sevilla FC,Granada CF,4-0,-
2013-14,34,DOM 20.04.2014,21:00,FC Barcelona,Athletic Club,2-1,-
2013-14,34,LUN 21.04.2014,22:00,Málaga CF,Villarreal CF,2-0,-
2013-14,34,MIE 07.05.2014,21:00,Real Valladolid CF,Real Madrid,1-1,-
2013-14,35,VIE 25.04.2014,21:00,Elche CF,Levante UD,1-1,-
2013-14,35,SAB 26.04.2014,16:00,Granada CF,Rayo Vallecano,0-3,-
2013-14,35,SAB 26.04.2014,18:00,Getafe CF,Málaga CF,1-0,-
2013-14,35,SAB 26.04.2014,20:00,Real Madrid,CA Osasuna,4-0,-
2013-14,35,SAB 26.04.2014,22:00,Real Betis,Real Sociedad,0-1,-
2013-14,35,DOM 27.04.2014,12:00,RCD Espanyol de Barcelona,UD Almería,1-2,-
2013-14,35,DOM 27.04.2014,17:00,Valencia CF,Atlético de Madrid,0-1,-
2013-14,35,DOM 27.04.2014,19:00,Athletic Club,Sevilla FC,3-1,-
2013-14,35,DOM 27.04.2014,21:00,Villarreal CF,FC Barcelona,2-3,-
2013-14,35,LUN 28.04.2014,22:00,RC Celta,Real Valladolid CF,4-1,-
2013-14,36,VIE 02.05.2014,21:00,Rayo Vallecano,Athletic Club,0-3,-
2013-14,36,SAB 03.05.2014,16:00,FC Barcelona,Getafe CF,2-2,-
2013-14,36,SAB 03.05.2014,18:00,Málaga CF,Elche CF,0-1,-
2013-14,36,SAB 03.05.2014,20:00,CA Osasuna,RC Celta,0-2,-
2013-14,36,SAB 03.05.2014,22:00,Real Valladolid CF,RCD Espanyol de Barcelona,1-0,-
2013-14,36,DOM 04.05.2014,12:00,UD Almería,Real Betis,3-2,-
2013-14,36,DOM 04.05.2014,17:00,Levante UD,Atlético de Madrid,2-0,-
2013-14,36,DOM 04.05.2014,19:00,Sevilla FC,Villarreal CF,0-0,-
2013-14,36,DOM 04.05.2014,21:00,Real Madrid,Valencia CF,2-2,-
2013-14,36,LUN 05.05.2014,22:00,Real Sociedad,Granada CF,1-1,-
2013-14,37,SAB 10.05.2014,20:00,Villarreal CF,Rayo Vallecano,4-0,-
2013-14,37,SAB 10.05.2014,22:00,Levante UD,Valencia CF,2-0,-
2013-14,37,DOM 11.05.2014,17:00,Athletic Club,Real Sociedad,1-1,-
2013-14,37,DOM 11.05.2014,19:00,Atlético de Madrid,Málaga CF,1-1,-
2013-14,37,DOM 11.05.2014,19:00,Real Betis,Real Valladolid CF,4-3,-
2013-14,37,DOM 11.05.2014,19:00,RC Celta,Real Madrid,2-0,-
2013-14,37,DOM 11.05.2014,19:00,Elche CF,FC Barcelona,0-0,-
2013-14,37,DOM 11.05.2014,19:00,RCD Espanyol de Barcelona,CA Osasuna,1-1,-
2013-14,37,DOM 11.05.2014,19:00,Getafe CF,Sevilla FC,1-0,-
2013-14,37,DOM 11.05.2014,19:00,Granada CF,UD Almería,0-2,-
2013-14,38,VIE 16.05.2014,21:00,Málaga CF,Levante UD,1-0,-
2013-14,38,SAB 17.05.2014,16:00,Real Madrid,RCD Espanyol de Barcelona,3-1,-
2013-14,38,SAB 17.05.2014,18:00,FC Barcelona,Atlético de Madrid,1-1,-
2013-14,38,SAB 17.05.2014,22:00,Valencia CF,RC Celta,2-1,-
2013-14,38,DOM 18.05.2014,12:00,Real Sociedad,Villarreal CF,1-2,-
2013-14,38,DOM 18.05.2014,18:00,UD Almería,Athletic Club,0-0,-
2013-14,38,DOM 18.05.2014,18:00,CA Osasuna,Real Betis,2-1,-
2013-14,38,DOM 18.05.2014,18:00,Rayo Vallecano,Getafe CF,1-2,-
2013-14,38,DOM 18.05.2014,18:00,Real Valladolid CF,Granada CF,0-1,-
2013-14,38,DOM 18.05.2014,21:00,Sevilla FC,Elche CF,3-1,-
2014-15,1,SAB 23.08.2014,19:00,Málaga CF,Athletic Club,1-0,Antonio Miguel Mateu Lahoz
2014-15,1,SAB 23.08.2014,21:00,Granada CF,RC Deportivo,2-1,Iñaki Vicandi Garrido
2014-15,1,SAB 23.08.2014,21:00,Sevilla FC,Valencia CF,1-1,Carlos Del Cerro Grande
2014-15,1,SAB 23.08.2014,23:00,UD Almería,RCD Espanyol de Barcelona,1-1,Alejandro José Hernández Hernández
2014-15,1,DOM 24.08.2014,19:00,SD Eibar,Real Sociedad,1-0,Alfonso J. Álvarez Izquierdo
2014-15,1,DOM 24.08.2014,21:00,FC Barcelona,Elche CF,3-0,Fernando Teixeira Vitienes
2014-15,1,DOM 24.08.2014,21:00,RC Celta,Getafe CF,3-1,Mario Melero López
2014-15,1,DOM 24.08.2014,23:00,Levante UD,Villarreal CF,0-2,David Fernández Borbalán
2014-15,1,LUN 25.08.2014,20:00,Real Madrid,Córdoba CF,2-0,Jesús Gil Manzano
2014-15,1,LUN 25.08.2014,22:00,Rayo Vallecano,Atlético de Madrid,0-0,Carlos Clos Gómez
2014-15,2,VIE 29.08.2014,20:00,Getafe CF,UD Almería,1-0,Santiago Jaime Latre
2014-15,2,VIE 29.08.2014,22:00,Valencia CF,Málaga CF,3-0,Xavier Estrada Fernández
2014-15,2,SAB 30.08.2014,19:00,Athletic Club,Levante UD,3-0,Pedro Jesús Pérez Montero
2014-15,2,SAB 30.08.2014,19:00,Córdoba CF,RC Celta,1-1,José Antonio Teixeira Vitienes
2014-15,2,SAB 30.08.2014,21:00,Atlético de Madrid,SD Eibar,2-1,Eduardo Prieto Iglesias
2014-15,2,SAB 30.08.2014,23:00,RCD Espanyol de Barcelona,Sevilla FC,1-2,Alberto Undiano Mallenco
2014-15,2,DOM 31.08.2014,19:00,Villarreal CF,FC Barcelona,0-1,Carlos Velasco Carballo
2014-15,2,DOM 31.08.2014,21:00,Real Sociedad,Real Madrid,4-2,Juan Martínez Munuera
2014-15,2,DOM 31.08.2014,21:00,RC Deportivo,Rayo Vallecano,2-2,José Luis González González
2014-15,2,DOM 31.08.2014,23:00,Elche CF,Granada CF,1-1,Ignacio Iglesias Villanueva
2014-15,3,VIE 12.09.2014,21:00,UD Almería,Córdoba CF,1-1,Fernando Teixeira Vitienes
2014-15,3,SAB 13.09.2014,16:00,FC Barcelona,Athletic Club,2-0,David Fernández Borbalán
2014-15,3,SAB 13.09.2014,18:00,Málaga CF,Levante UD,0-0,Jesús Gil Manzano
2014-15,3,SAB 13.09.2014,20:00,Real Madrid,Atlético de Madrid,1-2,Antonio Miguel Mateu Lahoz
2014-15,3,SAB 13.09.2014,22:00,RC Celta,Real Sociedad,2-2,Alejandro José Hernández Hernández
2014-15,3,DOM 14.09.2014,12:00,Rayo Vallecano,Elche CF,2-3,Iñaki Vicandi Garrido
2014-15,3,DOM 14.09.2014,17:00,Valencia CF,RCD Espanyol de Barcelona,3-1,Carlos Clos Gómez
2014-15,3,DOM 14.09.2014,19:00,Sevilla FC,Getafe CF,2-0,Alfonso J. Álvarez Izquierdo
2014-15,3,DOM 14.09.2014,21:00,Granada CF,Villarreal CF,0-0,Carlos Del Cerro Grande
2014-15,3,LUN 15.09.2014,20:45,SD Eibar,RC Deportivo,0-1,Mario Melero López
2014-15,4,VIE 19.09.2014,21:00,Elche CF,SD Eibar,0-2,Santiago Jaime Latre
2014-15,4,SAB 20.09.2014,16:00,RC Deportivo,Real Madrid,2-8,Pedro Jesús Pérez Montero
2014-15,4,SAB 20.09.2014,18:00,Athletic Club,Granada CF,0-1,José Antonio Teixeira Vitienes
2014-15,4,SAB 20.09.2014,20:00,Atlético de Madrid,RC Celta,2-2,Juan Martínez Munuera
2014-15,4,SAB 20.09.2014,22:00,RCD Espanyol de Barcelona,Málaga CF,2-2,Ignacio Iglesias Villanueva
2014-15,4,DOM 21.09.2014,12:00,Real Sociedad,UD Almería,1-2,Xavier Estrada Fernández
2014-15,4,DOM 21.09.2014,17:00,Villarreal CF,Rayo Vallecano,4-2,Eduardo Prieto Iglesias
2014-15,4,DOM 21.09.2014,19:00,Córdoba CF,Sevilla FC,1-3,Carlos Velasco Carballo
2014-15,4,DOM 21.09.2014,21:00,Levante UD,FC Barcelona,0-5,José Luis González González
2014-15,4,LUN 22.09.2014,20:45,Getafe CF,Valencia CF,0-3,Alberto Undiano Mallenco
2014-15,5,MAR 23.09.2014,20:00,Real Madrid,Elche CF,5-1,Carlos Clos Gómez
2014-15,5,MAR 23.09.2014,22:00,RC Celta,RC Deportivo,2-1,Carlos Del Cerro Grande
2014-15,5,MIE 24.09.2014,20:00,UD Almería,Atlético de Madrid,0-1,Jesús Gil Manzano
2014-15,5,MIE 24.09.2014,20:00,Rayo Vallecano,Athletic Club,2-1,Mario Melero López
2014-15,5,MIE 24.09.2014,20:00,SD Eibar,Villarreal CF,1-1,Fernando Teixeira Vitienes
2014-15,5,MIE 24.09.2014,22:00,Granada CF,Levante UD,0-1,Alfonso J. Álvarez Izquierdo
2014-15,5,MIE 24.09.2014,22:00,Málaga CF,FC Barcelona,0-0,Alejandro José Hernández Hernández
2014-15,5,MIE 24.09.2014,22:00,Sevilla FC,Real Sociedad,1-0,Antonio Miguel Mateu Lahoz
2014-15,5,JUE 25.09.2014,20:00,RCD Espanyol de Barcelona,Getafe CF,2-0,David Fernández Borbalán
2014-15,5,JUE 25.09.2014,22:00,Valencia CF,Córdoba CF,3-0,Iñaki Vicandi Garrido
2014-15,6,VIE 26.09.2014,21:00,Elche CF,RC Celta,0-1,Pedro Jesús Pérez Montero
2014-15,6,SAB 27.09.2014,16:00,Villarreal CF,Real Madrid,0-2,Alberto Undiano Mallenco
2014-15,6,SAB 27.09.2014,18:00,FC Barcelona,Granada CF,6-0,Juan Martínez Munuera
2014-15,6,SAB 27.09.2014,20:00,Atlético de Madrid,Sevilla FC,4-0,José Luis González González
2014-15,6,SAB 27.09.2014,22:00,Athletic Club,SD Eibar,0-0,Carlos Velasco Carballo
2014-15,6,SAB 27.09.2014,22:00,Levante UD,Rayo Vallecano,0-2,Xavier Estrada Fernández
2014-15,6,DOM 28.09.2014,12:00,Getafe CF,Málaga CF,1-0,Eduardo Prieto Iglesias
2014-15,6,DOM 28.09.2014,17:00,RC Deportivo,UD Almería,0-1,José Antonio Teixeira Vitienes
2014-15,6,DOM 28.09.2014,19:00,Real Sociedad,Valencia CF,1-1,Ignacio Iglesias Villanueva
2014-15,6,DOM 28.09.2014,21:00,Córdoba CF,RCD Espanyol de Barcelona,0-0,Santiago Jaime Latre
2014-15,7,VIE 03.10.2014,21:00,Getafe CF,Córdoba CF,1-1,Juan Martínez Munuera
2014-15,7,SAB 04.10.2014,16:00,Valencia CF,Atlético de Madrid,3-1,Fernando Teixeira Vitienes
2014-15,7,SAB 04.10.2014,18:00,Rayo Vallecano,FC Barcelona,0-2,Antonio Miguel Mateu Lahoz
2014-15,7,SAB 04.10.2014,20:00,SD Eibar,Levante UD,3-3,Alberto Undiano Mallenco
2014-15,7,SAB 04.10.2014,22:00,UD Almería,Elche CF,2-2,Carlos Del Cerro Grande
2014-15,7,SAB 04.10.2014,22:00,Málaga CF,Granada CF,2-1,Carlos Velasco Carballo
2014-15,7,DOM 05.10.2014,12:00,Sevilla FC,RC Deportivo,4-1,Jesús Gil Manzano
2014-15,7,DOM 05.10.2014,17:00,RC Celta,Villarreal CF,1-3,Alfonso J. Álvarez Izquierdo
2014-15,7,DOM 05.10.2014,19:00,RCD Espanyol de Barcelona,Real Sociedad,2-0,Mario Melero López
2014-15,7,DOM 05.10.2014,21:00,Real Madrid,Athletic Club,5-0,Alejandro José Hernández Hernández
2014-15,8,VIE 17.10.2014,21:00,Granada CF,Rayo Vallecano,0-1,Santiago Jaime Latre
2014-15,8,SAB 18.10.2014,16:00,Levante UD,Real Madrid,0-5,Ignacio Iglesias Villanueva
2014-15,8,SAB 18.10.2014,18:00,Athletic Club,RC Celta,1-1,David Fernández Borbalán
2014-15,8,SAB 18.10.2014,20:00,FC Barcelona,SD Eibar,3-0,José Antonio Teixeira Vitienes
2014-15,8,SAB 18.10.2014,22:00,Córdoba CF,Málaga CF,1-2,José Luis González González
2014-15,8,DOM 19.10.2014,12:00,Atlético de Madrid,RCD Espanyol de Barcelona,2-0,Iñaki Vicandi Garrido
2014-15,8,DOM 19.10.2014,17:00,RC Deportivo,Valencia CF,3-0,Xavier Estrada Fernández
2014-15,8,DOM 19.10.2014,19:00,Elche CF,Sevilla FC,0-2,Eduardo Prieto Iglesias
2014-15,8,DOM 19.10.2014,21:00,Villarreal CF,UD Almería,2-0,Carlos Clos Gómez
2014-15,8,LUN 20.10.2014,20:45,Real Sociedad,Getafe CF,1-2,Pedro Jesús Pérez Montero
2014-15,9,VIE 24.10.2014,21:00,RC Celta,Levante UD,3-0,Fernando Teixeira Vitienes
2014-15,9,SAB 25.10.2014,16:00,UD Almería,Athletic Club,0-1,Juan Martínez Munuera
2014-15,9,SAB 25.10.2014,18:00,Real Madrid,FC Barcelona,3-1,Jesús Gil Manzano
2014-15,9,SAB 25.10.2014,20:00,Valencia CF,Elche CF,3-1,Alberto Undiano Mallenco
2014-15,9,SAB 25.10.2014,22:00,Córdoba CF,Real Sociedad,1-1,Carlos Del Cerro Grande
2014-15,9,SAB 25.10.2014,22:00,SD Eibar,Granada CF,1-1,Antonio Miguel Mateu Lahoz
2014-15,9,DOM 26.10.2014,12:00,Málaga CF,Rayo Vallecano,4-0,Alfonso J. Álvarez Izquierdo
2014-15,9,DOM 26.10.2014,17:00,RCD Espanyol de Barcelona,RC Deportivo,0-0,Carlos Velasco Carballo
2014-15,9,DOM 26.10.2014,19:00,Sevilla FC,Villarreal CF,2-1,Alejandro José Hernández Hernández
2014-15,9,DOM 26.10.2014,21:00,Getafe CF,Atlético de Madrid,0-1,Mario Melero López
2014-15,10,VIE 31.10.2014,20:45,RC Deportivo,Getafe CF,1-2,Alejandro José Hernández Hernández
2014-15,10,SAB 01.11.2014,16:00,Granada CF,Real Madrid,0-4,José Luis González González
2014-15,10,SAB 01.11.2014,18:00,Atlético de Madrid,Córdoba CF,4-2,Carlos Clos Gómez
2014-15,10,SAB 01.11.2014,20:00,FC Barcelona,RC Celta,0-1,Iñaki Vicandi Garrido
2014-15,10,SAB 01.11.2014,22:00,Real Sociedad,Málaga CF,0-1,Santiago Jaime Latre
2014-15,10,DOM 02.11.2014,12:00,Athletic Club,Sevilla FC,1-0,Xavier Estrada Fernández
2014-15,10,DOM 02.11.2014,17:00,Villarreal CF,Valencia CF,1-3,Pedro Jesús Pérez Montero
2014-15,10,DOM 02.11.2014,19:00,Levante UD,UD Almería,2-1,Eduardo Prieto Iglesias
2014-15,10,DOM 02.11.2014,21:00,Elche CF,RCD Espanyol de Barcelona,2-1,José Antonio Teixeira Vitienes
2014-15,10,LUN 03.11.2014,20:45,Rayo Vallecano,SD Eibar,2-3,Ignacio Iglesias Villanueva
2014-15,11,VIE 07.11.2014,20:45,Córdoba CF,RC Deportivo,0-0,Antonio Miguel Mateu Lahoz
2014-15,11,SAB 08.11.2014,16:00,UD Almería,FC Barcelona,1-2,Alberto Undiano Mallenco
2014-15,11,SAB 08.11.2014,18:00,Getafe CF,Elche CF,0-0,David Fernández Borbalán
2014-15,11,SAB 08.11.2014,20:00,Real Madrid,Rayo Vallecano,5-1,Pedro Jesús Pérez Montero
2014-15,11,SAB 08.11.2014,22:00,RC Celta,Granada CF,0-0,Xavier Estrada Fernández
2014-15,11,SAB 08.11.2014,22:00,Málaga CF,SD Eibar,2-1,Juan Martínez Munuera
2014-15,11,DOM 09.11.2014,12:00,Sevilla FC,Levante UD,1-1,Carlos Velasco Carballo
2014-15,11,DOM 09.11.2014,17:00,RCD Espanyol de Barcelona,Villarreal CF,1-1,Jesús Gil Manzano
2014-15,11,DOM 09.11.2014,19:00,Valencia CF,Athletic Club,0-0,Carlos Del Cerro Grande
2014-15,11,DOM 09.11.2014,21:00,Real Sociedad,Atlético de Madrid,2-1,Alfonso J. Álvarez Izquierdo
2014-15,12,VIE 21.11.2014,20:45,Athletic Club,RCD Espanyol de Barcelona,3-1,Mario Melero López
2014-15,12,SAB 22.11.2014,16:00,Atlético de Madrid,Málaga CF,3-1,Fernando Teixeira Vitienes
2014-15,12,SAB 22.11.2014,18:00,SD Eibar,Real Madrid,0-4,David Fernández Borbalán
2014-15,12,SAB 22.11.2014,20:00,FC Barcelona,Sevilla FC,5-1,Juan Martínez Munuera
2014-15,12,SAB 22.11.2014,22:00,RC Deportivo,Real Sociedad,0-0,Eduardo Prieto Iglesias
2014-15,12,DOM 23.11.2014,12:00,Rayo Vallecano,RC Celta,1-0,José Luis González González
2014-15,12,DOM 23.11.2014,17:00,Levante UD,Valencia CF,2-1,Iñaki Vicandi Garrido
2014-15,12,DOM 23.11.2014,19:00,Elche CF,Córdoba CF,2-2,Alejandro José Hernández Hernández
2014-15,12,DOM 23.11.2014,21:00,Villarreal CF,Getafe CF,2-1,Santiago Jaime Latre
2014-15,12,LUN 24.11.2014,20:45,Granada CF,UD Almería,0-0,Ignacio Iglesias Villanueva
2014-15,13,VIE 28.11.2014,20:45,Real Sociedad,Elche CF,3-0,Carlos Velasco Carballo
2014-15,13,SAB 29.11.2014,16:00,Getafe CF,Athletic Club,1-2,Alfonso J. Álvarez Izquierdo
2014-15,13,SAB 29.11.2014,18:00,RCD Espanyol de Barcelona,Levante UD,2-1,Carlos Del Cerro Grande
2014-15,13,SAB 29.11.2014,20:00,Málaga CF,Real Madrid,1-2,Iñaki Vicandi Garrido
2014-15,13,SAB 29.11.2014,22:00,RC Celta,SD Eibar,0-1,Pedro Jesús Pérez Montero
2014-15,13,DOM 30.11.2014,12:00,Atlético de Madrid,RC Deportivo,2-0,José Antonio Teixeira Vitienes
2014-15,13,DOM 30.11.2014,17:00,Sevilla FC,Granada CF,5-1,Eduardo Prieto Iglesias
2014-15,13,DOM 30.11.2014,19:00,Córdoba CF,Villarreal CF,0-2,Xavier Estrada Fernández
2014-15,13,DOM 30.11.2014,21:00,Valencia CF,FC Barcelona,0-1,David Fernández Borbalán
2014-15,13,LUN 01.12.2014,20:45,UD Almería,Rayo Vallecano,0-1,Antonio Miguel Mateu Lahoz
2014-15,14,SAB 06.12.2014,16:00,Elche CF,Atlético de Madrid,0-2,Iñaki Vicandi Garrido
2014-15,14,SAB 06.12.2014,18:00,Athletic Club,Córdoba CF,0-1,Santiago Jaime Latre
2014-15,14,SAB 06.12.2014,20:00,Real Madrid,RC Celta,3-0,Alberto Undiano Mallenco
2014-15,14,SAB 06.12.2014,22:00,RC Deportivo,Málaga CF,0-1,Jesús Gil Manzano
2014-15,14,DOM 07.12.2014,12:00,Rayo Vallecano,Sevilla FC,0-1,Alfonso J. Álvarez Izquierdo
2014-15,14,DOM 07.12.2014,17:00,FC Barcelona,RCD Espanyol de Barcelona,5-1,Ignacio Iglesias Villanueva
2014-15,14,DOM 07.12.2014,19:00,Villarreal CF,Real Sociedad,4-0,Fernando Teixeira Vitienes
2014-15,14,DOM 07.12.2014,21:00,Granada CF,Valencia CF,1-1,Alejandro José Hernández Hernández
2014-15,14,LUN 08.12.2014,17:00,SD Eibar,UD Almería,5-2,José Luis González González
2014-15,14,LUN 08.12.2014,19:00,Levante UD,Getafe CF,1-1,Mario Melero López
2014-15,15,VIE 12.12.2014,20:45,UD Almería,Real Madrid,1-4,Alfonso J. Álvarez Izquierdo
2014-15,15,SAB 13.12.2014,16:00,Getafe CF,FC Barcelona,0-0,Iñaki Vicandi Garrido
2014-15,15,SAB 13.12.2014,18:00,Valencia CF,Rayo Vallecano,3-0,José Antonio Teixeira Vitienes
2014-15,15,SAB 13.12.2014,20:00,Córdoba CF,Levante UD,0-0,Eduardo Prieto Iglesias
2014-15,15,SAB 13.12.2014,22:00,Málaga CF,RC Celta,1-0,Carlos Del Cerro Grande
2014-15,15,DOM 14.12.2014,12:00,RCD Espanyol de Barcelona,Granada CF,2-1,Santiago Jaime Latre
2014-15,15,DOM 14.12.2014,17:00,Sevilla FC,SD Eibar,0-0,Xavier Estrada Fernández
2014-15,15,DOM 14.12.2014,19:00,Atlético de Madrid,Villarreal CF,0-1,Pedro Jesús Pérez Montero
2014-15,15,DOM 14.12.2014,21:00,Real Sociedad,Athletic Club,1-1,David Fernández Borbalán
2014-15,15,LUN 15.12.2014,20:45,RC Deportivo,Elche CF,1-0,Mario Melero López
2014-15,16,VIE 19.12.2014,20:45,RC Celta,UD Almería,0-1,Jesús Gil Manzano
2014-15,16,SAB 20.12.2014,16:00,FC Barcelona,Córdoba CF,5-0,Antonio Miguel Mateu Lahoz
2014-15,16,SAB 20.12.2014,18:00,Levante UD,Real Sociedad,1-1,Santiago Jaime Latre
2014-15,16,SAB 20.12.2014,20:00,SD Eibar,Valencia CF,0-1,Carlos Velasco Carballo
2014-15,16,SAB 20.12.2014,22:00,Rayo Vallecano,RCD Espanyol de Barcelona,1-3,Juan Martínez Munuera
2014-15,16,DOM 21.12.2014,12:00,Villarreal CF,RC Deportivo,3-0,José Luis González González
2014-15,16,DOM 21.12.2014,17:00,Granada CF,Getafe CF,1-1,Fernando Teixeira Vitienes
2014-15,16,DOM 21.12.2014,19:00,Elche CF,Málaga CF,1-2,Alberto Undiano Mallenco
2014-15,16,DOM 21.12.2014,21:00,Athletic Club,Atlético de Madrid,1-4,Alejandro José Hernández Hernández
2014-15,16,MIE 04.02.2015,20:45,Real Madrid,Sevilla FC,2-1,Ignacio Iglesias Villanueva
2014-15,17,SAB 03.01.2015,16:00,Atlético de Madrid,Levante UD,3-1,Alfonso J. Álvarez Izquierdo
2014-15,17,SAB 03.01.2015,18:00,Sevilla FC,RC Celta,1-0,Carlos Velasco Carballo
2014-15,17,SAB 03.01.2015,20:00,Elche CF,Villarreal CF,2-2,Carlos Clos Gómez
2014-15,17,SAB 03.01.2015,22:00,Málaga CF,UD Almería,1-2,Fernando Teixeira Vitienes
2014-15,17,SAB 03.01.2015,22:00,RC Deportivo,Athletic Club,1-0,Alberto Undiano Mallenco
2014-15,17,DOM 04.01.2015,12:00,Getafe CF,Rayo Vallecano,1-2,Alejandro José Hernández Hernández
2014-15,17,DOM 04.01.2015,17:00,Valencia CF,Real Madrid,2-1,Jesús Gil Manzano
2014-15,17,DOM 04.01.2015,19:00,RCD Espanyol de Barcelona,SD Eibar,1-2,Antonio Miguel Mateu Lahoz
2014-15,17,DOM 04.01.2015,21:00,Real Sociedad,FC Barcelona,1-0,Carlos Del Cerro Grande
2014-15,17,LUN 05.01.2015,20:45,Córdoba CF,Granada CF,2-0,Iñaki Vicandi Garrido
2014-15,18,VIE 09.01.2015,20:45,Levante UD,RC Deportivo,0-0,Pedro Jesús Pérez Montero
2014-15,18,SAB 10.01.2015,16:00,Real Madrid,RCD Espanyol de Barcelona,3-0,David Fernández Borbalán
2014-15,18,SAB 10.01.2015,18:00,Málaga CF,Villarreal CF,1-1,Santiago Jaime Latre
2014-15,18,SAB 10.01.2015,20:00,RC Celta,Valencia CF,1-1,José Luis González González
2014-15,18,SAB 10.01.2015,22:00,SD Eibar,Getafe CF,2-1,Carlos Clos Gómez
2014-15,18,DOM 11.01.2015,12:00,UD Almería,Sevilla FC,0-2,Eduardo Prieto Iglesias
2014-15,18,DOM 11.01.2015,17:00,Athletic Club,Elche CF,1-2,Ignacio Iglesias Villanueva
2014-15,18,DOM 11.01.2015,19:00,Granada CF,Real Sociedad,1-1,Juan Martínez Munuera
2014-15,18,DOM 11.01.2015,21:00,FC Barcelona,Atlético de Madrid,3-1,Alberto Undiano Mallenco
2014-15,18,LUN 12.01.2015,20:45,Rayo Vallecano,Córdoba CF,0-1,Xavier Estrada Fernández
2014-15,19,VIE 16.01.2015,20:45,Córdoba CF,SD Eibar,1-1,Fernando Teixeira Vitienes
2014-15,19,SAB 17.01.2015,16:00,Real Sociedad,Rayo Vallecano,0-1,Mario Melero López
2014-15,19,SAB 17.01.2015,18:00,Valencia CF,UD Almería,3-2,Iñaki Vicandi Garrido
2014-15,19,SAB 17.01.2015,20:00,Villarreal CF,Athletic Club,2-0,Xavier Estrada Fernández
2014-15,19,SAB 17.01.2015,22:00,RCD Espanyol de Barcelona,RC Celta,1-0,Eduardo Prieto Iglesias
2014-15,19,DOM 18.01.2015,12:00,Getafe CF,Real Madrid,0-3,Pedro Jesús Pérez Montero
2014-15,19,DOM 18.01.2015,17:00,Atlético de Madrid,Granada CF,2-0,Ignacio Iglesias Villanueva
2014-15,19,DOM 18.01.2015,19:00,RC Deportivo,FC Barcelona,0-4,Juan Martínez Munuera
2014-15,19,DOM 18.01.2015,21:00,Elche CF,Levante UD,1-0,Carlos Velasco Carballo
2014-15,19,DOM 18.01.2015,21:00,Sevilla FC,Málaga CF,2-0,José Antonio Teixeira Vitienes
2014-15,20,SAB 24.01.2015,16:00,Córdoba CF,Real Madrid,1-2,Alejandro José Hernández Hernández
2014-15,20,SAB 24.01.2015,18:00,Elche CF,FC Barcelona,0-6,Carlos Clos Gómez
2014-15,20,SAB 24.01.2015,20:00,Atlético de Madrid,Rayo Vallecano,3-1,Iñaki Vicandi Garrido
2014-15,20,SAB 24.01.2015,22:00,Real Sociedad,SD Eibar,1-0,José Luis González González
2014-15,20,SAB 24.01.2015,22:00,Villarreal CF,Levante UD,1-0,David Fernández Borbalán
2014-15,20,DOM 25.01.2015,12:00,RC Deportivo,Granada CF,2-2,Carlos Del Cerro Grande
2014-15,20,DOM 25.01.2015,17:00,Athletic Club,Málaga CF,1-1,Alfonso J. Álvarez Izquierdo
2014-15,20,DOM 25.01.2015,19:00,RCD Espanyol de Barcelona,UD Almería,3-0,Alberto Undiano Mallenco
2014-15,20,DOM 25.01.2015,21:00,Valencia CF,Sevilla FC,3-1,Santiago Jaime Latre
2014-15,20,LUN 26.01.2015,20:45,Getafe CF,RC Celta,2-1,Antonio Miguel Mateu Lahoz
