Temporada,Jornada,Fecha,Hora,Equipo Local,Equipo Visitante,Resultado,Arbitro
2017-18,30,DOM 01.04.2018,18:30,SD Eibar,Real Sociedad,0-0,José María Sánchez Martínez
2017-18,30,DOM 01.04.2018,20:45,Atlético de Madrid,RC Deportivo,1-0,Daniel Jesús Trujillo Suárez
2017-18,30,LUN 02.04.2018,21:00,Getafe CF,Real Betis,0-1,Alberto Undiano Mallenco
2017-18,31,VIE 06.04.2018,21:00,RC Deportivo,Málaga CF,3-2,Antonio Miguel Mateu Lahoz
2017-18,31,SAB 07.04.2018,13:00,Deportivo Alavés,Getafe CF,2-0,Santiago Jaime Latre
2017-18,31,SAB 07.04.2018,16:15,RC Celta,Sevilla FC,4-0,Alfonso J. Álvarez Izquierdo
2017-18,31,SAB 07.04.2018,18:30,Real Betis,SD Eibar,2-0,David Medié Jiménez
2017-18,31,SAB 07.04.2018,20:45,FC Barcelona,CD Leganés,3-1,Ricardo De Burgos Bengoetxea
2017-18,31,DOM 08.04.2018,12:00,Levante UD,UD Las Palmas,2-1,David Fernández Borbalán
2017-18,31,DOM 08.04.2018,16:15,Real Madrid,Atlético de Madrid,1-1,Xavier Estrada Fernández
2017-18,31,DOM 08.04.2018,18:30,Real Sociedad,Girona FC,5-0,José Luis Munuera Montero
2017-18,31,DOM 08.04.2018,20:45,Valencia CF,RCD Espanyol de Barcelona,1-0,Jesús Gil Manzano
2017-18,31,LUN 09.04.2018,21:00,Villarreal CF,Athletic Club,1-3,Ignacio Iglesias Villanueva
2017-18,32,VIE 13.04.2018,21:00,Girona FC,Real Betis,0-1,Santiago Jaime Latre
2017-18,32,SAB 14.04.2018,13:00,Sevilla FC,Villarreal CF,2-2,Pablo González Fuertes
2017-18,32,SAB 14.04.2018,16:15,FC Barcelona,Valencia CF,2-1,Carlos Del Cerro Grande
2017-18,32,SAB 14.04.2018,18:30,UD Las Palmas,Real Sociedad,0-1,Alfonso J. Álvarez Izquierdo
2017-18,32,SAB 14.04.2018,18:30,CD Leganés,RC Celta,1-0,Alejandro José Hernández Hernández
2017-18,32,SAB 14.04.2018,20:45,Athletic Club,RC Deportivo,2-3,José Luis González González
2017-18,32,DOM 15.04.2018,12:00,SD Eibar,Deportivo Alavés,0-1,Alberto Undiano Mallenco
2017-18,32,DOM 15.04.2018,16:15,Atlético de Madrid,Levante UD,3-0,Jesús Gil Manzano
2017-18,32,DOM 15.04.2018,18:30,Getafe CF,RCD Espanyol de Barcelona,1-0,Mario Melero López
2017-18,32,DOM 15.04.2018,20:45,Málaga CF,Real Madrid,1-2,Ricardo De Burgos Bengoetxea
2017-18,33,MAR 17.04.2018,19:30,RC Deportivo,Sevilla FC,0-0,David Medié Jiménez
2017-18,33,MAR 17.04.2018,21:00,RC Celta,FC Barcelona,2-2,David Fernández Borbalán
2017-18,33,MAR 17.04.2018,21:30,Villarreal CF,CD Leganés,2-1,Daniel Jesús Trujillo Suárez
2017-18,33,MIE 18.04.2018,19:30,RCD Espanyol de Barcelona,SD Eibar,0-1,Alejandro José Hernández Hernández
2017-18,33,MIE 18.04.2018,19:30,Valencia CF,Getafe CF,1-2,Ricardo De Burgos Bengoetxea
2017-18,33,MIE 18.04.2018,21:30,Real Madrid,Athletic Club,1-1,Juan Martínez Munuera
2017-18,33,JUE 19.04.2018,19:30,Real Sociedad,Atlético de Madrid,3-0,Javier Alberola Rojas
2017-18,33,JUE 19.04.2018,19:30,Deportivo Alavés,Girona FC,1-2,Pablo González Fuertes
2017-18,33,JUE 19.04.2018,21:30,Real Betis,UD Las Palmas,1-0,José María Sánchez Martínez
2017-18,33,JUE 19.04.2018,21:30,Levante UD,Málaga CF,1-0,Santiago Jaime Latre
2017-18,34,VIE 20.04.2018,21:00,CD Leganés,RC Deportivo,0-0,Alfonso J. Álvarez Izquierdo
2017-18,34,SAB 21.04.2018,13:00,SD Eibar,Getafe CF,0-1,Ignacio Iglesias Villanueva
2017-18,34,SAB 21.04.2018,16:15,RC Celta,Valencia CF,1-1,Alberto Undiano Mallenco
2017-18,34,DOM 22.04.2018,12:00,Girona FC,RCD Espanyol de Barcelona,0-2,Javier Alberola Rojas
2017-18,34,DOM 22.04.2018,16:15,Málaga CF,Real Sociedad,2-0,Xavier Estrada Fernández
2017-18,34,DOM 22.04.2018,18:30,UD Las Palmas,Deportivo Alavés,0-4,Mario Melero López
2017-18,34,DOM 22.04.2018,20:45,Atlético de Madrid,Real Betis,0-0,Juan Martínez Munuera
2017-18,34,LUN 23.04.2018,21:00,Athletic Club,Levante UD,1-3,José Luis Munuera Montero
2017-18,34,MIE 09.05.2018,20:00,FC Barcelona,Villarreal CF,5-1,José María Sánchez Martínez
2017-18,34,MIE 09.05.2018,21:30,Sevilla FC,Real Madrid,3-2,Antonio Miguel Mateu Lahoz
2017-18,35,VIE 27.04.2018,21:00,Levante UD,Sevilla FC,2-1,José Luis González González
2017-18,35,SAB 28.04.2018,13:00,RCD Espanyol de Barcelona,UD Las Palmas,1-1,Pablo González Fuertes
2017-18,35,SAB 28.04.2018,16:15,Real Sociedad,Athletic Club,3-1,José María Sánchez Martínez
2017-18,35,SAB 28.04.2018,18:30,Real Madrid,CD Leganés,2-1,Ignacio Iglesias Villanueva
2017-18,35,SAB 28.04.2018,20:45,Villarreal CF,RC Celta,4-1,Javier Alberola Rojas
2017-18,35,DOM 29.04.2018,12:00,Getafe CF,Girona FC,1-1,Alejandro José Hernández Hernández
2017-18,35,DOM 29.04.2018,16:15,Deportivo Alavés,Atlético de Madrid,0-1,David Fernández Borbalán
2017-18,35,DOM 29.04.2018,18:30,Valencia CF,SD Eibar,0-0,Santiago Jaime Latre
2017-18,35,DOM 29.04.2018,20:45,RC Deportivo,FC Barcelona,2-4,Ricardo De Burgos Bengoetxea
2017-18,35,LUN 30.04.2018,21:00,Real Betis,Málaga CF,2-1,Carlos Del Cerro Grande
2017-18,36,VIE 04.05.2018,21:00,Sevilla FC,Real Sociedad,1-0,Santiago Jaime Latre
2017-18,36,SAB 05.05.2018,13:00,Girona FC,SD Eibar,1-4,Daniel Jesús Trujillo Suárez
2017-18,36,SAB 05.05.2018,16:15,Athletic Club,Real Betis,2-0,Javier Alberola Rojas
2017-18,36,SAB 05.05.2018,18:30,RC Celta,RC Deportivo,1-1,Carlos Del Cerro Grande
2017-18,36,SAB 05.05.2018,20:45,Villarreal CF,Valencia CF,1-0,Jesús Gil Manzano
2017-18,36,DOM 06.05.2018,12:00,Málaga CF,Deportivo Alavés,0-3,José Luis González González
2017-18,36,DOM 06.05.2018,16:15,Atlético de Madrid,RCD Espanyol de Barcelona,0-2,José Luis Munuera Montero
2017-18,36,DOM 06.05.2018,18:30,UD Las Palmas,Getafe CF,0-1,Alberto Undiano Mallenco
2017-18,36,DOM 06.05.2018,20:45,FC Barcelona,Real Madrid,2-2,Alejandro José Hernández Hernández
2017-18,36,LUN 07.05.2018,21:00,CD Leganés,Levante UD,0-3,José María Sánchez Martínez
2017-18,37,SAB 12.05.2018,16:15,Real Sociedad,CD Leganés,3-2,David Medié Jiménez
2017-18,37,SAB 12.05.2018,18:30,Real Betis,Sevilla FC,2-2,Alfonso J. Álvarez Izquierdo
2017-18,37,SAB 12.05.2018,18:30,Getafe CF,Atlético de Madrid,0-1,Javier Alberola Rojas
2017-18,37,SAB 12.05.2018,18:30,Deportivo Alavés,Athletic Club,3-1,Xavier Estrada Fernández
2017-18,37,SAB 12.05.2018,18:30,RC Deportivo,Villarreal CF,2-4,Alejandro José Hernández Hernández
2017-18,37,SAB 12.05.2018,18:30,SD Eibar,UD Las Palmas,1-0,Antonio Miguel Mateu Lahoz
2017-18,37,SAB 12.05.2018,18:30,Girona FC,Valencia CF,0-1,Ignacio Iglesias Villanueva
2017-18,37,SAB 12.05.2018,20:45,Real Madrid,RC Celta,6-0,Pablo González Fuertes
2017-18,37,DOM 13.05.2018,16:15,RCD Espanyol de Barcelona,Málaga CF,4-1,Juan Martínez Munuera
2017-18,37,DOM 13.05.2018,20:45,Levante UD,FC Barcelona,5-4,Mario Melero López
2017-18,38,SAB 19.05.2018,13:00,RC Celta,Levante UD,4-2,Ricardo De Burgos Bengoetxea
2017-18,38,SAB 19.05.2018,16:15,CD Leganés,Real Betis,3-2,Jesús Gil Manzano
2017-18,38,SAB 19.05.2018,18:30,Málaga CF,Getafe CF,0-1,Daniel Jesús Trujillo Suárez
2017-18,38,SAB 19.05.2018,18:30,Sevilla FC,Deportivo Alavés,1-0,Carlos Del Cerro Grande
2017-18,38,SAB 19.05.2018,18:30,UD Las Palmas,Girona FC,1-2,Santiago Jaime Latre
2017-18,38,SAB 19.05.2018,20:45,Villarreal CF,Real Madrid,2-2,José María Sánchez Martínez
2017-18,38,DOM 20.05.2018,12:00,Valencia CF,RC Deportivo,2-1,David Medié Jiménez
2017-18,38,DOM 20.05.2018,16:15,Athletic Club,RCD Espanyol de Barcelona,0-1,David Fernández Borbalán
2017-18,38,DOM 20.05.2018,18:30,Atlético de Madrid,SD Eibar,2-2,Alfonso J. Álvarez Izquierdo
2017-18,38,DOM 20.05.2018,20:45,FC Barcelona,Real Sociedad,1-0,José Luis Munuera Montero
2018-19,1,VIE 17.08.2018,20:15,Girona FC,Real Valladolid CF,0-0,Guillermo Cuadra Fernández
2018-19,1,VIE 17.08.2018,22:15,Real Betis,Levante UD,0-3,Ignacio Iglesias Villanueva
2018-19,1,SAB 18.08.2018,18:15,RC Celta,RCD Espanyol de Barcelona,1-1,Santiago Jaime Latre
2018-19,1,SAB 18.08.2018,20:15,Villarreal CF,Real Sociedad,1-2,Mario Melero López
2018-19,1,SAB 18.08.2018,22:15,FC Barcelona,Deportivo Alavés,3-0,José María Sánchez Martínez
2018-19,1,DOM 19.08.2018,18:15,SD Eibar,SD Huesca,1-2,Eduardo Prieto Iglesias
2018-19,1,DOM 19.08.2018,20:15,Rayo Vallecano,Sevilla FC,1-4,Antonio Miguel Mateu Lahoz
2018-19,1,DOM 19.08.2018,22:15,Real Madrid,Getafe CF,2-0,Xavier Estrada Fernández
2018-19,1,LUN 20.08.2018,20:00,Valencia CF,Atlético de Madrid,1-1,Jesús Gil Manzano
2018-19,1,LUN 20.08.2018,22:00,Athletic Club,CD Leganés,2-1,Adrián Cordero Vega
2018-19,2,VIE 24.08.2018,20:15,Getafe CF,SD Eibar,2-0,David Medié Jiménez
2018-19,2,VIE 24.08.2018,22:15,CD Leganés,Real Sociedad,2-2,José Luis Munuera Montero
2018-19,2,SAB 25.08.2018,18:15,Deportivo Alavés,Real Betis,0-0,Pablo González Fuertes
2018-19,2,SAB 25.08.2018,20:15,Atlético de Madrid,Rayo Vallecano,1-0,José Luis González González
2018-19,2,SAB 25.08.2018,22:15,Real Valladolid CF,FC Barcelona,0-1,Ricardo De Burgos Bengoetxea
2018-19,2,DOM 26.08.2018,18:15,RCD Espanyol de Barcelona,Valencia CF,2-0,Carlos Del Cerro Grande
2018-19,2,DOM 26.08.2018,22:15,Sevilla FC,Villarreal CF,0-0,Alberto Undiano Mallenco
2018-19,2,DOM 26.08.2018,22:15,Girona FC,Real Madrid,1-4,Juan Martínez Munuera
2018-19,2,LUN 27.08.2018,20:15,Levante UD,RC Celta,1-2,Alejandro José Hernández Hernández
2018-19,2,LUN 27.08.2018,22:00,Athletic Club,SD Huesca,2-2,Javier Alberola Rojas
2018-19,3,VIE 31.08.2018,20:00,Getafe CF,Real Valladolid CF,0-0,Adrián Cordero Vega
2018-19,3,VIE 31.08.2018,22:00,Villarreal CF,Girona FC,0-1,Eduardo Prieto Iglesias
2018-19,3,VIE 31.08.2018,22:00,SD Eibar,Real Sociedad,2-1,José María Sánchez Martínez
2018-19,3,SAB 01.09.2018,18:30,RC Celta,Atlético de Madrid,2-0,Antonio Miguel Mateu Lahoz
2018-19,3,SAB 01.09.2018,20:45,Real Madrid,CD Leganés,4-1,Santiago Jaime Latre
2018-19,3,DOM 02.09.2018,12:00,Levante UD,Valencia CF,2-2,Xavier Estrada Fernández
2018-19,3,DOM 02.09.2018,16:15,Deportivo Alavés,RCD Espanyol de Barcelona,2-1,Ignacio Iglesias Villanueva
2018-19,3,DOM 02.09.2018,18:30,FC Barcelona,SD Huesca,8-2,Mario Melero López
2018-19,3,DOM 02.09.2018,20:45,Real Betis,Sevilla FC,1-0,Jesús Gil Manzano
2018-19,3,MIE 24.10.2018,19:00,Rayo Vallecano,Athletic Club,1-1,Guillermo Cuadra Fernández
2018-19,4,VIE 14.09.2018,21:00,SD Huesca,Rayo Vallecano,0-1,David Medié Jiménez
2018-19,4,SAB 15.09.2018,13:00,Atlético de Madrid,SD Eibar,1-1,Juan Martínez Munuera
2018-19,4,SAB 15.09.2018,16:15,Real Sociedad,FC Barcelona,1-2,Carlos Del Cerro Grande
2018-19,4,SAB 15.09.2018,18:30,Valencia CF,Real Betis,0-0,Alejandro José Hernández Hernández
2018-19,4,SAB 15.09.2018,20:45,Athletic Club,Real Madrid,1-1,José Luis González González
2018-19,4,DOM 16.09.2018,12:00,CD Leganés,Villarreal CF,0-1,Pablo González Fuertes
2018-19,4,DOM 16.09.2018,16:15,RCD Espanyol de Barcelona,Levante UD,1-0,Alberto Undiano Mallenco
2018-19,4,DOM 16.09.2018,18:30,Real Valladolid CF,Deportivo Alavés,0-1,José Luis Munuera Montero
2018-19,4,DOM 16.09.2018,20:45,Sevilla FC,Getafe CF,0-2,Ricardo De Burgos Bengoetxea
2018-19,4,LUN 17.09.2018,21:00,Girona FC,RC Celta,3-2,Javier Alberola Rojas
2018-19,5,VIE 21.09.2018,21:00,SD Huesca,Real Sociedad,0-1,Ignacio Iglesias Villanueva
2018-19,5,SAB 22.09.2018,13:00,Rayo Vallecano,Deportivo Alavés,1-5,Adrián Cordero Vega
2018-19,5,SAB 22.09.2018,16:15,RC Celta,Real Valladolid CF,3-3,Eduardo Prieto Iglesias
2018-19,5,SAB 22.09.2018,16:15,SD Eibar,CD Leganés,1-0,Mario Melero López
2018-19,5,SAB 22.09.2018,18:30,Getafe CF,Atlético de Madrid,0-2,José María Sánchez Martínez
2018-19,5,SAB 22.09.2018,20:45,Real Madrid,RCD Espanyol de Barcelona,1-0,Antonio Miguel Mateu Lahoz
2018-19,5,DOM 23.09.2018,12:00,Levante UD,Sevilla FC,2-6,Guillermo Cuadra Fernández
2018-19,5,DOM 23.09.2018,16:15,Villarreal CF,Valencia CF,0-0,Santiago Jaime Latre
2018-19,5,DOM 23.09.2018,20:00,Real Betis,Athletic Club,2-2,Xavier Estrada Fernández
2018-19,5,DOM 23.09.2018,20:45,FC Barcelona,Girona FC,2-2,Jesús Gil Manzano
2018-19,6,MAR 25.09.2018,20:00,RCD Espanyol de Barcelona,SD Eibar,1-0,José Luis Munuera Montero
2018-19,6,MAR 25.09.2018,21:00,Real Sociedad,Rayo Vallecano,2-2,Juan Martínez Munuera
2018-19,6,MAR 25.09.2018,22:00,Atlético de Madrid,SD Huesca,3-0,Pablo González Fuertes
2018-19,6,MIE 26.09.2018,20:00,Athletic Club,Villarreal CF,0-3,Carlos Del Cerro Grande
2018-19,6,MIE 26.09.2018,20:00,CD Leganés,FC Barcelona,2-1,Alberto Undiano Mallenco
2018-19,6,MIE 26.09.2018,22:00,Sevilla FC,Real Madrid,3-0,Alejandro José Hernández Hernández
2018-19,6,MIE 26.09.2018,22:00,Valencia CF,RC Celta,1-1,Ricardo De Burgos Bengoetxea
2018-19,6,JUE 27.09.2018,20:00,Real Valladolid CF,Levante UD,2-1,David Medié Jiménez
2018-19,6,JUE 27.09.2018,20:00,Deportivo Alavés,Getafe CF,1-1,Eduardo Prieto Iglesias
2018-19,6,JUE 27.09.2018,22:00,Girona FC,Real Betis,0-1,José Luis González González
2018-19,7,VIE 28.09.2018,21:00,Rayo Vallecano,RCD Espanyol de Barcelona,2-2,Javier Alberola Rojas
2018-19,7,SAB 29.09.2018,13:00,Real Sociedad,Valencia CF,0-1,Jesús Gil Manzano
2018-19,7,SAB 29.09.2018,16:15,FC Barcelona,Athletic Club,1-1,Santiago Jaime Latre
2018-19,7,SAB 29.09.2018,18:30,SD Eibar,Sevilla FC,1-3,Xavier Estrada Fernández
2018-19,7,SAB 29.09.2018,20:45,Real Madrid,Atlético de Madrid,0-0,Juan Martínez Munuera
2018-19,7,DOM 30.09.2018,12:00,SD Huesca,Girona FC,1-1,Adrián Cordero Vega
2018-19,7,DOM 30.09.2018,16:15,Villarreal CF,Real Valladolid CF,0-1,Ignacio Iglesias Villanueva
2018-19,7,DOM 30.09.2018,18:30,Levante UD,Deportivo Alavés,2-1,Mario Melero López
2018-19,7,DOM 30.09.2018,20:45,Real Betis,CD Leganés,1-0,José María Sánchez Martínez
2018-19,7,LUN 01.10.2018,21:00,RC Celta,Getafe CF,1-1,Guillermo Cuadra Fernández
2018-19,8,VIE 05.10.2018,21:00,Athletic Club,Real Sociedad,1-3,Alejandro José Hernández Hernández
2018-19,8,SAB 06.10.2018,13:00,Girona FC,SD Eibar,2-3,Eduardo Prieto Iglesias
2018-19,8,SAB 06.10.2018,16:15,Getafe CF,Levante UD,0-1,José Luis Munuera Montero
2018-19,8,SAB 06.10.2018,18:30,Deportivo Alavés,Real Madrid,1-0,Santiago Jaime Latre
2018-19,8,SAB 06.10.2018,20:45,CD Leganés,Rayo Vallecano,1-0,David Medié Jiménez
2018-19,8,DOM 07.10.2018,12:00,Real Valladolid CF,SD Huesca,1-0,Antonio Miguel Mateu Lahoz
2018-19,8,DOM 07.10.2018,16:15,Atlético de Madrid,Real Betis,1-0,Alberto Undiano Mallenco
2018-19,8,DOM 07.10.2018,18:30,RCD Espanyol de Barcelona,Villarreal CF,3-1,Ricardo De Burgos Bengoetxea
2018-19,8,DOM 07.10.2018,18:30,Sevilla FC,RC Celta,2-1,Pablo González Fuertes
2018-19,8,DOM 07.10.2018,20:45,Valencia CF,FC Barcelona,1-1,José Luis González González
2018-19,9,VIE 19.10.2018,21:00,RC Celta,Deportivo Alavés,0-1,Carlos Del Cerro Grande
2018-19,9,SAB 20.10.2018,13:00,Real Madrid,Levante UD,1-2,Guillermo Cuadra Fernández
2018-19,9,SAB 20.10.2018,16:15,Valencia CF,CD Leganés,1-1,Ignacio Iglesias Villanueva
2018-19,9,SAB 20.10.2018,18:30,Villarreal CF,Atlético de Madrid,1-1,Xavier Estrada Fernández
2018-19,9,SAB 20.10.2018,20:45,FC Barcelona,Sevilla FC,4-2,Juan Martínez Munuera
2018-19,9,DOM 21.10.2018,12:00,Rayo Vallecano,Getafe CF,1-2,Mario Melero López
2018-19,9,DOM 21.10.2018,16:15,SD Eibar,Athletic Club,1-1,Jesús Gil Manzano
2018-19,9,DOM 21.10.2018,18:30,SD Huesca,RCD Espanyol de Barcelona,0-2,Eduardo Prieto Iglesias
2018-19,9,DOM 21.10.2018,20:45,Real Betis,Real Valladolid CF,0-1,Javier Alberola Rojas
2018-19,9,LUN 22.10.2018,21:00,Real Sociedad,Girona FC,0-0,Pablo González Fuertes
2018-19,10,VIE 26.10.2018,21:00,Real Valladolid CF,RCD Espanyol de Barcelona,1-1,Adrián Cordero Vega
2018-19,10,SAB 27.10.2018,13:00,Girona FC,Rayo Vallecano,2-1,José Luis Munuera Montero
2018-19,10,SAB 27.10.2018,16:15,Athletic Club,Valencia CF,0-0,Alberto Undiano Mallenco
2018-19,10,SAB 27.10.2018,18:30,RC Celta,SD Eibar,4-0,José Luis González González
2018-19,10,SAB 27.10.2018,18:30,Levante UD,CD Leganés,2-0,Ricardo De Burgos Bengoetxea
2018-19,10,SAB 27.10.2018,20:45,Atlético de Madrid,Real Sociedad,2-0,Antonio Miguel Mateu Lahoz
2018-19,10,DOM 28.10.2018,12:00,Getafe CF,Real Betis,2-0,Santiago Jaime Latre
2018-19,10,DOM 28.10.2018,16:15,FC Barcelona,Real Madrid,5-1,José María Sánchez Martínez
2018-19,10,DOM 28.10.2018,18:30,Deportivo Alavés,Villarreal CF,2-1,Guillermo Cuadra Fernández
2018-19,10,DOM 28.10.2018,20:45,Sevilla FC,SD Huesca,2-1,David Medié Jiménez
2018-19,11,SAB 03.11.2018,13:00,CD Leganés,Atlético de Madrid,1-1,Mario Melero López
2018-19,11,SAB 03.11.2018,16:15,Real Madrid,Real Valladolid CF,2-0,Jesús Gil Manzano
2018-19,11,SAB 03.11.2018,18:30,Valencia CF,Girona FC,0-1,Javier Alberola Rojas
2018-19,11,SAB 03.11.2018,20:45,Rayo Vallecano,FC Barcelona,2-3,Alejandro José Hernández Hernández
2018-19,11,DOM 04.11.2018,12:00,SD Eibar,Deportivo Alavés,2-1,Ignacio Iglesias Villanueva
2018-19,11,DOM 04.11.2018,16:15,Villarreal CF,Levante UD,1-1,Carlos Del Cerro Grande
2018-19,11,DOM 04.11.2018,18:30,Real Sociedad,Sevilla FC,0-0,Eduardo Prieto Iglesias
2018-19,11,DOM 04.11.2018,18:30,SD Huesca,Getafe CF,1-1,Juan Martínez Munuera
2018-19,11,DOM 04.11.2018,20:45,Real Betis,RC Celta,3-3,Xavier Estrada Fernández
2018-19,11,LUN 05.11.2018,21:00,RCD Espanyol de Barcelona,Athletic Club,1-0,Pablo González Fuertes
2018-19,12,VIE 09.11.2018,21:00,Levante UD,Real Sociedad,1-3,David Medié Jiménez
2018-19,12,SAB 10.11.2018,13:00,Real Valladolid CF,SD Eibar,0-0,Guillermo Cuadra Fernández
2018-19,12,SAB 10.11.2018,16:15,Getafe CF,Valencia CF,0-1,Ricardo De Burgos Bengoetxea
2018-19,12,SAB 10.11.2018,18:30,Atlético de Madrid,Athletic Club,3-2,José María Sánchez Martínez
2018-19,12,SAB 10.11.2018,20:45,Girona FC,CD Leganés,0-0,Adrián Cordero Vega
2018-19,12,DOM 11.11.2018,12:00,Deportivo Alavés,SD Huesca,2-1,José Luis Munuera Montero
2018-19,12,DOM 11.11.2018,16:15,FC Barcelona,Real Betis,3-4,Antonio Miguel Mateu Lahoz
2018-19,12,DOM 11.11.2018,18:30,Rayo Vallecano,Villarreal CF,2-2,José Luis González González
2018-19,12,DOM 11.11.2018,18:30,Sevilla FC,RCD Espanyol de Barcelona,2-1,Santiago Jaime Latre
2018-19,12,DOM 11.11.2018,20:45,RC Celta,Real Madrid,2-4,Alberto Undiano Mallenco
2018-19,13,VIE 23.11.2018,21:00,CD Leganés,Deportivo Alavés,1-0,Javier Alberola Rojas
2018-19,13,SAB 24.11.2018,13:00,SD Eibar,Real Madrid,3-0,Juan Martínez Munuera
2018-19,13,SAB 24.11.2018,16:15,Valencia CF,Rayo Vallecano,3-0,Pablo González Fuertes
2018-19,13,SAB 24.11.2018,18:30,SD Huesca,Levante UD,2-2,Xavier Estrada Fernández
2018-19,13,SAB 24.11.2018,20:45,Atlético de Madrid,FC Barcelona,1-1,Jesús Gil Manzano
2018-19,13,DOM 25.11.2018,12:00,Athletic Club,Getafe CF,1-1,Ignacio Iglesias Villanueva
2018-19,13,DOM 25.11.2018,16:15,Sevilla FC,Real Valladolid CF,1-0,Carlos Del Cerro Grande
2018-19,13,DOM 25.11.2018,18:30,RCD Espanyol de Barcelona,Girona FC,1-3,Alejandro José Hernández Hernández
2018-19,13,DOM 25.11.2018,20:45,Villarreal CF,Real Betis,2-1,Eduardo Prieto Iglesias
2018-19,13,LUN 26.11.2018,21:00,Real Sociedad,RC Celta,2-1,Mario Melero López
2018-19,14,VIE 30.11.2018,21:00,Rayo Vallecano,SD Eibar,1-0,Alberto Undiano Mallenco
2018-19,14,SAB 01.12.2018,13:00,RC Celta,SD Huesca,2-0,Adrián Cordero Vega
2018-19,14,SAB 01.12.2018,16:15,Real Valladolid CF,CD Leganés,2-4,David Medié Jiménez
2018-19,14,SAB 01.12.2018,18:30,Getafe CF,RCD Espanyol de Barcelona,3-0,Antonio Miguel Mateu Lahoz
2018-19,14,SAB 01.12.2018,20:45,Real Madrid,Valencia CF,2-0,José Luis González González
2018-19,14,DOM 02.12.2018,12:00,Real Betis,Real Sociedad,1-0,Guillermo Cuadra Fernández
2018-19,14,DOM 02.12.2018,16:15,Girona FC,Atlético de Madrid,1-1,Ricardo De Burgos Bengoetxea
2018-19,14,DOM 02.12.2018,18:30,FC Barcelona,Villarreal CF,2-0,José Luis Munuera Montero
2018-19,14,DOM 02.12.2018,20:45,Deportivo Alavés,Sevilla FC,1-1,José María Sánchez Martínez
2018-19,14,LUN 03.12.2018,21:00,Levante UD,Athletic Club,3-0,Santiago Jaime Latre
2018-19,15,VIE 07.12.2018,21:00,CD Leganés,Getafe CF,1-1,Pablo González Fuertes
2018-19,15,SAB 08.12.2018,13:00,Atlético de Madrid,Deportivo Alavés,3-0,Alejandro José Hernández Hernández
2018-19,15,SAB 08.12.2018,16:15,Valencia CF,Sevilla FC,1-1,Xavier Estrada Fernández
2018-19,15,SAB 08.12.2018,18:30,Villarreal CF,RC Celta,2-3,Jesús Gil Manzano
2018-19,15,SAB 08.12.2018,20:45,RCD Espanyol de Barcelona,FC Barcelona,0-4,Carlos Del Cerro Grande
2018-19,15,DOM 09.12.2018,12:00,SD Eibar,Levante UD,4-4,Javier Alberola Rojas
2018-19,15,DOM 09.12.2018,16:15,SD Huesca,Real Madrid,0-1,Mario Melero López
2018-19,15,DOM 09.12.2018,18:30,Real Sociedad,Real Valladolid CF,1-2,Ignacio Iglesias Villanueva
2018-19,15,DOM 09.12.2018,20:45,Real Betis,Rayo Vallecano,2-0,Juan Martínez Munuera
2018-19,15,LUN 10.12.2018,21:00,Athletic Club,Girona FC,1-0,Eduardo Prieto Iglesias
2018-19,16,VIE 14.12.2018,21:00,RC Celta,CD Leganés,0-0,José Luis Munuera Montero
2018-19,16,SAB 15.12.2018,13:00,Getafe CF,Real Sociedad,1-0,Santiago Jaime Latre
2018-19,16,SAB 15.12.2018,16:15,Real Valladolid CF,Atlético de Madrid,2-3,Alberto Undiano Mallenco
2018-19,16,SAB 15.12.2018,18:30,Real Madrid,Rayo Vallecano,1-0,Ricardo De Burgos Bengoetxea
2018-19,16,SAB 15.12.2018,20:45,SD Eibar,Valencia CF,1-1,Adrián Cordero Vega
2018-19,16,DOM 16.12.2018,12:00,Sevilla FC,Girona FC,2-0,Guillermo Cuadra Fernández
2018-19,16,DOM 16.12.2018,16:15,RCD Espanyol de Barcelona,Real Betis,1-3,José María Sánchez Martínez
2018-19,16,DOM 16.12.2018,18:30,SD Huesca,Villarreal CF,2-2,David Medié Jiménez
2018-19,16,DOM 16.12.2018,20:45,Levante UD,FC Barcelona,0-5,José Luis González González
2018-19,16,LUN 17.12.2018,21:00,Deportivo Alavés,Athletic Club,0-0,Antonio Miguel Mateu Lahoz
2018-19,17,VIE 21.12.2018,19:30,Girona FC,Getafe CF,1-1,Javier Alberola Rojas
2018-19,17,VIE 21.12.2018,21:00,Real Sociedad,Deportivo Alavés,0-1,Xavier Estrada Fernández
2018-19,17,SAB 22.12.2018,13:00,Real Betis,SD Eibar,1-1,Carlos Del Cerro Grande
2018-19,17,SAB 22.12.2018,16:15,Atlético de Madrid,RCD Espanyol de Barcelona,1-0,Mario Melero López
2018-19,17,SAB 22.12.2018,18:30,FC Barcelona,RC Celta,2-0,Eduardo Prieto Iglesias
2018-19,17,SAB 22.12.2018,20:45,Athletic Club,Real Valladolid CF,1-1,José María Sánchez Martínez
2018-19,17,DOM 23.12.2018,12:00,Valencia CF,SD Huesca,2-1,Jesús Gil Manzano
2018-19,17,DOM 23.12.2018,16:15,CD Leganés,Sevilla FC,1-1,Alejandro José Hernández Hernández
2018-19,17,DOM 23.12.2018,18:30,Rayo Vallecano,Levante UD,2-1,Ignacio Iglesias Villanueva
2018-19,17,JUE 03.01.2019,21:30,Villarreal CF,Real Madrid,2-2,Pablo González Fuertes
